s_no,tender_id,tender_id2,tender_ref,tender_title,tender_date,tender_details,tender_corrigendum
96,SECI000117,SECI-2023-TN000019,,SECI/C&amp;P/IPP/12/0001/23-24,"Monday, 06-11-2023",RfS for 1300 MW ISTS-connected Wind Power Projects in India (SECI-Tranche-XV),https://www.seci.co.in/view/publish/tender/details?tenderid=53454349303030313137
97,SECI000121,GEM/2023/B/4074635,,SECI/C&amp;P/AD/13/0010/2023-24,"Wednesday, 01-11-2023",Tender for Selection of Agency for Engagement of Professional support staff at SECI.,https://www.seci.co.in/view/publish/tender/details?tenderid=53454349303030313231
98,SECI000114,SECI-2023-TN000017,2023_SECI_719450_1,SECI/C&amp;P/OP/11/008/2023-24,"Wednesday, 18-10-2023","Tender for Manufacturing, Testing, Packing and Forwarding, Supply and Transportation of 1000 MWp domestically manufactured Solar PV Modules with domestically manufactured Solar Cells.",https://www.seci.co.in/view/publish/tender/details?tenderid=53454349303030313134
99,SECI000103,SECI-2023-TN000009,2023_SECI_707482_1,SECI/C&amp;P/OP/11/0006/2022-23,"Monday, 16-10-2023","Tender for BOS Tender of 300 MW (AC) Ground Mounted SPV Project at Ramagiri, AP having 5 yrs Plant O&amp;M.",https://www.seci.co.in/view/publish/tender/details?tenderid=53454349303030313033
100,SECI000119,SECI-2022-TN0000021,,SECI/C&amp;P/AD/13/0005/2022-23/R1,"Tuesday, 03-10-2023","Tender for Housekeeping, Sanitization, Electrical and Plumbing Services at Corporate Office Complex and Transit Accommodations of SECI at NBCC Building, Kidwai Nagar, New Delhi for a period of 02 Yrs.",https://www.seci.co.in/view/publish/tender/details?tenderid=53454349303030313139
101,SECI000113,SECI-2023-TN000016,2023_SECI_719363_1,SECI/C&amp;P/MI/00/0013/2023-24,"Wednesday, 13-09-2023","Tender for the Selection of Agency to carry out Soil Investigation at proposed 13 GW RE Project Sites in Leh, UT of Ladakh, India.",https://www.seci.co.in/view/publish/tender/details?tenderid=53454349303030313133
102,SECI000112,SECI-2023-TN000015,2023_SECI_719126_1,SECI/C&amp;P/MI/00/0014/2023-24,"Friday, 01-09-2023","Tender for Selection of Agency for Conducting Geo-Technical Study and Topography Survey at Mithakari site of South Andaman for implementation of RE Plan at the UT of A&amp;N Islands, India.",https://www.seci.co.in/view/publish/tender/details?tenderid=53454349303030313132
103,SECI000107,,2023_SECI_717648_1,SECI/C&amp;P/AD/EOI/17/0001/2023-24,"Thursday, 03-08-2023",EoI for the Empanelment for Agencies for Advertising and Publicity Services,https://www.seci.co.in/view/publish/tender/details?tenderid=53454349303030313037
104,SECI000105,,2023_SECI_715319_1,GEM/2023/B/3568683,"Friday, 21-07-2023","Tender for Supply and Installation of Controller based Wi-Fi System with 5 Years O&amp;M at SECI office, New Delhi",https://www.seci.co.in/view/publish/tender/details?tenderid=53454349303030313035
105,SECI000106,,2023_SECI_715912_1,GEM/2023/B/3569235,"Monday, 10-07-2023",Comprehensive AMC of SECI’s EPABX System with its accessories and digital/ analog phones etc through GeM,https://www.seci.co.in/view/publish/tender/details?tenderid=53454349303030313036
106,SECI000104,SECI-2023-TN000010,2023_SECI_714754_1,SECI/C&amp;P/OP/17/009/2023-24,"Monday, 10-07-2023","Consulting Services for the Selection of Consultancy Firm for Owners Engineer Services for 100 MW SPV Project along with 40 MW/120 MWh BESS at Rajnandgaon, CG and 100 MW FSPV Project at Getalsud, JH",https://www.seci.co.in/view/publish/tender/details?tenderid=53454349303030313034
107,SECI000102,SECI-2023-TN000008,,SECI/C&amp;P/IPP/11/0009/22-23,"Wednesday, 28-06-2023",RfS for Selection of Solar Power Developers for Setting up of 2000 MW ISTS-connected Solar PV Power Projects (ISTS-XI),https://www.seci.co.in/view/publish/tender/details?tenderid=53454349303030313032
108,SECI000101,SECI-2023-TN000007,,SECI/C&amp;P/MI/00/0012/2022-23,"Thursday, 18-05-2023","Empanelment of Vendors for Design, Supply, Installation, Testing and Commissioning including Warranty, Comprehensive Operation &amp; Maintenance of Solar Power Projects-Rooftop and Ground mounted",https://www.seci.co.in/view/publish/tender/details?tenderid=53454349303030313031
109,SECI000098,SECI-2023-TN0000005,2023_SECI_705882_1,SECI/C&amp;P/AD/13/0005/2022-23,"Wednesday, 17-05-2023","Tender for Housekeeping, Sanitization, Electrical and Plumbing Services at Corporate Office Complex and Transit Accommodations of SECI, New Delhi for a period of 02 Years",https://www.seci.co.in/view/publish/tender/details?tenderid=53454349303030303938
110,SECI000100,SECI-2023-TN000006,2023_SECI_705909_1,SECI/C&amp;P/AD/13/0004/2022-23,"Wednesday, 17-05-2023","Tender for Selection of Tour and Travel Agency for Ticketing and Other Services for a period of 02 Years at SECI Office, NBCC Office Complex, East Kidwai Nagar, New Delhi.",https://www.seci.co.in/view/publish/tender/details?tenderid=53454349303030313030
111,SECI000096,SECI-2023-TN000003,,SECI/C&amp;P/IPP/12/0008/22-23,"Monday, 17-04-2023",RfS for Selection of Wind Power Developers for Setting up of 1200 MW ISTS-connected Wind Power Projects (Tranche-XIV),https://www.seci.co.in/view/publish/tender/details?tenderid=53454349303030303936
112,SECI000094,SECI-2023-TN000001,,SECI/C&amp;P/OP/17/005/22-23,"Tuesday, 11-04-2023","RfS for Selection of Charging Station Operator (CSO) for Supply, Erection, Testing, Commissioning, O&amp;M of 1 EV Captive Charging Station in the premises of NCRTC, INA (EV-I)",https://www.seci.co.in/view/publish/tender/details?tenderid=53454349303030303934
113,SECI000095,SECI-2023-TN000002,2023_SECI_699848_1,SECI/C&amp;P/MI/00/0011/2022-23,"Monday, 03-04-2023","Tender for Design, Engineering, Supply, Construction, Erection, Testing, Commissioning including 5 Years Plant O&amp;M of 2MW (AC) Solar PV Power Plant with 01 MWh BESS at KAZA, Himachal Pradesh.",https://www.seci.co.in/view/publish/tender/details?tenderid=53454349303030303935
114,SECI000093,SECI-2022-TN000027,,SECI/C&amp;P/MI/00/0010/2022-23,"Wednesday, 29-03-2023",RfS for Selection of Vendors under Component-B of PM-KUSUM scheme of MNRE,https://www.seci.co.in/view/publish/tender/details?tenderid=53454349303030303933
115,SECI000087,SECI-2022-TN000023,2022_SECI_679651_1,SECI/C&amp;P/IPP/14/0005/22-23,"Friday, 17-03-2023",Request for Selection (RfS) Document for Selection Solar Power Developers for Setting up of Grid-Connected Rooftop Solar PV Projects on Government buildings under RESCO mode through,https://www.seci.co.in/view/publish/tender/details?tenderid=53454349303030303837
116,SECI000090,SECI-2022-TN000024,,SECI/C&amp;P/IPP/13/0007/22-23,"Friday, 10-03-2023",RfS for 1200 MW ISTS-Connected Wind-Solar Hybrid Power Projects with assured Peak Power supply in India (Tranche-VI),https://www.seci.co.in/view/publish/tender/details?tenderid=53454349303030303930
117,SECI000092,SECI-2022-TN000026,,SECI/C&amp;P/MI/00/0009/22-23,"Tuesday, 28-02-2023",RfS for Selection of Solar PV Module Manufacturers for Setting up Manufacturing Capacities for High Efficiency Solar PV Modules in India under the Production Linked Incentive Scheme (Tranche-II),https://www.seci.co.in/view/publish/tender/details?tenderid=53454349303030303932
118,SECI000085,SECI-2022-TN000003,,SECI/C&amp;P/IPP/13/0004/22-23,"Tuesday, 10-01-2023","RfS for Supply of 2250 MW RTC Power from RE Projects, complemented with Power from any other source or storage in India (RTC-III)",https://www.seci.co.in/view/publish/tender/details?tenderid=53454349303030303835
119,SECI000091,SECI-2022-TN0000025,2022_SECI_684528_1,SECI/C&amp;P/OP/14/004/2022-23,"Monday, 09-01-2023","Operation &amp; Maintenance contract including Insurance for 05 (Five) Years of 10 MW Ground Mounted Solar Power Project at Badi Sid, Rajasthan",https://www.seci.co.in/view/publish/tender/details?tenderid=53454349303030303931
120,SECI000061,SECI-2021-TN000014,,SECI/C&amp;P/IPP/17/0008/21-22,"Wednesday, 07-12-2022","RfS for Selection of Project Developer for Setting up of 8 MW Grid-Connected Waste to Energy Project in Kanpur, Uttar Pradesh, India under Tariff-Based Competitive Bidding (WTE-1)",https://www.seci.co.in/view/publish/tender/details?tenderid=53454349303030303631
121,SECI000088,,,SECI/C&amp;P/EOI/17/0001/22-23,"Wednesday, 07-12-2022",Expression of Interest (EoI) from Advocates/Law Firms for Empanelment of Advocates/Law Firms in SECI,https://www.seci.co.in/view/publish/tender/details?tenderid=53454349303030303838
122,SECI000086,SECI-2022-TN0000022,,SECI/C&amp;P/OP/14/003/2022-23,"Friday, 21-10-2022","Operation &amp; Maintenance contract including Insurance for 05 (Five) Years of 01 MW Grid Connected Rooftop Solar PV Power Project at Port Blair, UT of Andaman &amp; Nicobar, India",https://www.seci.co.in/view/publish/tender/details?tenderid=53454349303030303836
123,SECI000083,SECI-2022-TN0000019,2022_SECI_666969_1,SECI/C&amp;P/PMC/11/0001/2022-23,"Monday, 19-09-2022","Tender for the Manufacturing, Testing, Packing and Forwarding, Supply and Transportation of 1680 MWp Domestically Manufactured Solar PV Modules with Domestically Manufactured Solar Cells.",https://www.seci.co.in/view/publish/tender/details?tenderid=53454349303030303833
124,SECI000081,SECI-2022-TN000020,,SECI/C&amp;P/OP/17/002/22-23,"Wednesday, 10-08-2022","RfS for Selection of Charging Station Operator (CSO) for Supply, Erection, Testing, Commissioning, O&amp;M of 1 EV Captive Charging Station in the premises of NCRTC, INA (EV-I)",https://www.seci.co.in/view/publish/tender/details?tenderid=53454349303030303831
125,SECI000069,SECI-2022-TN000010,,SECI/C&amp;P/IPP/15/0001/22-23,"Friday, 29-07-2022",Request for Selection (RfS) Document for setting up of Pilot Projects of 500 MW/1000MWh Standalone Battery Energy Storage Systems in India under Tariff-Based Global Competitive Bidding (ESS-I),https://www.seci.co.in/view/publish/tender/details?tenderid=53454349303030303639
126,SECI000079,SECI-2022-TN000018,,SECI/C&amp;P/PMC/11/0002/2022-23,"Monday, 01-08-2022","Tender for setting up of grid connected 30 MW Floating Solar PV (FSPV) Plants on Raw Water Reservoirs of DVC Thermal Power Plants at Koderma, Mejia and Raghunathpur Thermal Power stations.",https://www.seci.co.in/view/publish/tender/details?tenderid=53454349303030303739
127,SECI000075,SECI-2022-TN000017,,SECI/C&amp;P/IPP/17/0003/22-23,"Friday, 15-07-2022","‘Hiring of Consulting Agency for Environmental and Social Impact Assessment (ESIA) Studies in Leh, UT Ladakh",https://www.seci.co.in/view/publish/tender/details?tenderid=53454349303030303735
128,SECI000080,,2022_SECI_665168_1,GEM/2022/B/2270775,"Monday, 11-07-2022",Custom Bid for Services - Selection of Tour and Travel Agency for Ticketing Services for 02 Years for SECI through GeM,https://www.seci.co.in/view/publish/tender/details?tenderid=53454349303030303830
129,SECI000078,,2022_SECI_664382_1,GEM/2022/B/2258520,"Thursday, 07-07-2022","Hiring of Rental Commercial Vehicles to be taken on Monthly Rental basis to cater the official travel requirements of SECI required at Leh, Union Territory of Ladakh, India through GeM.",https://www.seci.co.in/view/publish/tender/details?tenderid=53454349303030303738
130,SECI000062,SECI-2022-TN000001,,SECI/C&amp;P/IPP/12/0006/21-22,"Monday, 04-07-2022",RfS for Selection of Wind Power Developers for Setting up of 1200 MW ISTS-connected Wind Power Projects (Tranche-XIII),https://www.seci.co.in/view/publish/tender/details?tenderid=53454349303030303632
131,SECI000065,,,SECI/C&amp;P/OP/17/002/21-22,"Thursday, 30-06-2022","Design, Engineering, Supply, Construction, Erection, Testing &amp; Commissioning of 100 MW (AC) Floating Solar PV Project having 10 years plant O&amp;M at Getalsud Dam, Ranchi, Jharkhand, India",https://www.seci.co.in/view/publish/tender/details?tenderid=53454349303030303635
132,SECI000072,SECI/2022/TN000013,NA,SECI/C&amp;P/PMC/11/0001/2022-23,"Wednesday, 29-06-2022","Tender for Design, Engineering, Supply, Construction, Erection, Testing, Commissioning and O&amp;M of 22 MW (AC) OB Dump based Solar PV Power Plant at RG OC 1",https://www.seci.co.in/view/publish/tender/details?tenderid=53454349303030303732
133,SECI000074,SECI-2022-TN000016,,SECI/C&amp;P/MI/00/0006/2022-23,"Friday, 24-06-2022","Open Tender for Engagement of Agency for 2 years Non-Comprehensive Annual Maintenance Contract (AMC) of Air Handling Units (AHU) At NBCC Office Complex, SECI, New Delhi.",https://www.seci.co.in/view/publish/tender/details?tenderid=53454349303030303734
134,SECI000076,,2022_SECI_663409_1,GEM/2022/B/2225359,"Thursday, 23-06-2022","Hiring of Rental Commercial Vehicles purely based on as and when required to be taken on Daily Rental basis for Official Travel Requirements at Solar Energy Corporation of India Limited, New Delhi, In",https://www.seci.co.in/view/publish/tender/details?tenderid=53454349303030303736
135,SECI000077,,2022_SECI_663353_1,GEM/2022/B/2225248,"Thursday, 23-06-2022","Hiring of Rental Commercial Vehicles to be taken on Monthly Rental basis for Official Travel Requirements at Solar Energy Corporation of India Limited, New Delhi, India through GeM",https://www.seci.co.in/view/publish/tender/details?tenderid=53454349303030303737
136,SECI000073,SECI-2022-TN000014,,SECI/C&amp;P/MI/00/0004/2021-22,"Wednesday, 22-06-2022","Open Tender For Engagement of an agency for Fitting and Installation of outdoor display board pertaining to PM-KUSUM Scheme/Rooftop Projects At District, Block and Panchayat Level of Tamil Nadu and Od",https://www.seci.co.in/view/publish/tender/details?tenderid=53454349303030303733
137,SECI000071,SECI-2022-TN000012,,SECI/C&amp;P/IPP/17/0002/22-23,"Tuesday, 14-06-2022",SELECTION OF AGENCY TO CARRY OUT AERIAL TOPOGRAPHY SURVEY AT THE UT OF LADAKH,https://www.seci.co.in/view/publish/tender/details?tenderid=53454349303030303731
138,SECI000070,SECI-2022-TN000011,,SECI/C&amp;P/AD/13/0003/21-22,"Thursday, 19-05-2022","Hiring of Vendor/Agency to Provide Tea /Coffee  Vending Machine including Supply of Premix Items along with Snacks on Turnkey Basis for 02 years at SECI Office, NBCC Office Complex, East Kidwai Nagar",https://www.seci.co.in/view/publish/tender/details?tenderid=53454349303030303730
139,SECI000066,SECI-2022-TN000006,,SECI/C&amp;P/PMC/11/0002/2021-22,"Tuesday, 17-05-2022","Design, Engineering, Supply, Construction, Erection, Testing &amp; Commissioning of 5 MW(AC)grid connected saffron based Agro-Solar PV Power Plant with 10  years O&amp;M at Pampore, Pulwama,  J&amp;K, India",https://www.seci.co.in/view/publish/tender/details?tenderid=53454349303030303636
140,SECI000068,,,SECI/C&amp;P/PMC/11/0003/2021-22,"Tuesday, 17-05-2022","Tender for Design, Engineering, Supply, Construction, Erection, Testing &amp; Commissioning of 44 MW (AC) ground based Solar PV Power Plant at different sites including 10 years plant O&amp;M at SCCL, Telanga",https://www.seci.co.in/view/publish/tender/details?tenderid=53454349303030303638
141,SECI000067,SECI-2022-TN000007,,SECI/C&amp;P/AD/13/0002/21-22,"Monday, 11-04-2022",Limited Tender for the Engagement of Agency for  Insurance Coverage under SECI Rehabilitation Benefits Policy for employees of SECI,https://www.seci.co.in/view/publish/tender/details?tenderid=53454349303030303637
142,SECI000060,SECI-2021-TN000013,,Tender No. SECI/C&amp;P/PMC/11/0001/2021-22,"Friday, 25-02-2022","Design, Engineering, Supply, Construction, Erection, Testing &amp; Commissioning of 5 MW (AC) grid connected ground based Solar PV Power Plant with 10 years Plant O&amp;M at V.O. Chidambaranar Port Trust",https://www.seci.co.in/view/publish/tender/details?tenderid=53454349303030303630
143,SECI000063,SECI-2022-TN000002,,SECI/C&amp;P/MI/00/0002/2021-22,"Tuesday, 22-02-2022",NIT for Engagement of agency for Fitting and Installation of outdoor Hoardings of PM Kusum Scheme on behalf of MNRE in the States of Tamil Nadu &amp; Odisha,https://www.seci.co.in/view/publish/tender/details?tenderid=53454349303030303633
144,SECI000042,,,SECI/C&amp;P/TD/2020/TN/50,"Monday, 07-02-2022","Tender for 50 MW (AC) Solar PV Project with Land having 10 years plant OnM at Tamilnadu, India",https://www.seci.co.in/view/publish/tender/details?tenderid=53454349303030303432
145,SECI000031,SECI-2020-TN000021,2020_SECI_543431_1,SECI/C&amp;P/SPD/RfS/15MW/BBMB/072020,"Friday, 07-01-2022","15MW Grid Connected Floating Solar PV Power Plant at Nangal Pond, Himachal Pradesh",https://www.seci.co.in/view/publish/tender/details?tenderid=53454349303030303331
146,SECI000058,SECI-2021-TN000012,,SECI/C&amp;P/IPP/13/0003/21-22,"Tuesday, 04-01-2022",RfS for Selection of Hybrid Power Developers for Setting up of 1200 MW ISTS-connected Wind-Solar Hybrid Power Projects (Tranche-V),https://www.seci.co.in/view/publish/tender/details?tenderid=53454349303030303538
147,SECI000049,,,SECI/C&amp;P/TD/2021/CG/100,"Thursday, 30-12-2021","Tender for 100 MW (AC) Solar PV Project with Land having 15 years plant O&amp;M at Chhattisgarh, India.",https://www.seci.co.in/view/publish/tender/details?tenderid=53454349303030303439
148,SECI000056,,,SECI/C&amp;P/EOI/11/0001/2021-22,"Thursday, 23-12-2021",EOI for Sourcing of land for Setting up of Solar PV Projects for Solarization of Agri-feeders in Uttar Pradesh,https://www.seci.co.in/view/publish/tender/details?tenderid=53454349303030303536
149,SECI000059,,,Tender No: SECI/C&amp;P/IPP/11/0001/21-22,"Monday, 20-12-2021","Engagement of the agency to provide the services of generation forecasting, load forecasting and liaison works for SECI 10 MW (AC) Solar PV Power Plant at DRDO, Kolar, Karnataka, India",https://www.seci.co.in/view/publish/tender/details?tenderid=53454349303030303539
150,SECI000057,SECI-2021-TN000011,,SECI/C&amp;P/IPP/12/0002/21-22,"Thursday, 02-12-2021",RfS for Selection of Wind Power Developers for Setting up of 1200 MW ISTS-connected Wind Power Projects (Tranche-XII),https://www.seci.co.in/view/publish/tender/details?tenderid=53454349303030303537
151,SECI000051,SECI-2021-TN000008,2021_SECI_614378_1,SECI/C&amp;P/SPD/ISTS-X/RfS/1200 MW/072021,"Tuesday, 30-11-2021",RfS for 1200 MW ISTS-connected Solar PV Projects in Karnataka (ISTS-X),https://www.seci.co.in/view/publish/tender/details?tenderid=53454349303030303531
152,SECI000055,,,SECI/C&amp;P/MI/00/0002/2021-22,"Friday, 17-09-2021",Translating Agency/ies to Execute the Translation Work (i.e. English to Hindi and Vice Versa) at Solar Energy Corporation of India Limited,https://www.seci.co.in/view/publish/tender/details?tenderid=53454349303030303535
153,SECI000022,SECI-2020-TN000009,2020_SECI_527914_1,SECI/C&amp;P/RPD/RTC-II/RfS/5000MW/032020,"Friday, 03-09-2021","RfS for Supply of 5000 MW RTC Power from ISTS-connected RE Power Projects, complemented with Coal based Thermal Power in India (RTC-II)",https://www.seci.co.in/view/publish/tender/details?tenderid=53454349303030303232
154,SECI000054,,2021_SECI_616915_1,SECI/C&amp;P/CSR/2021/01,"Tuesday, 31-08-2021",Tender for Hiring of Consultant for Evaluation/Impact Assessment of CSR Projects of SECI,https://www.seci.co.in/view/publish/tender/details?tenderid=53454349303030303534
155,SECI000052,SECI-2021-TN000009,2021_SECI_615578_1,SECI/C&amp;P/O&amp;M/A&amp;N/2021/01,"Monday, 23-08-2021","Tender for Operation &amp; Maintenance for 05 (Five) Years of 01 MW Grid Connected Rooftop Solar Power Plant at Port Blair, UT of Andaman &amp; Nicobar Island",https://www.seci.co.in/view/publish/tender/details?tenderid=53454349303030303532
156,SECI000044,,,SECI/C&amp;P/RfP/2020/CG/100/120/OE,"Friday, 13-08-2021","Selection of Consultancy Firm for Owners Engineer (OE) services for 100 MW (AC) Solar PV Project (160MWp DC capacity) along with 40MW/120 MWh BESS at Rajnandgaon, Chhattisgarh,India",https://www.seci.co.in/view/publish/tender/details?tenderid=53454349303030303434
157,SECI000053,,,Tender No: SECI/C&amp;P/BMS/2021,"Thursday, 05-08-2021","Limited  Tender for the Engagement of an agency for 2-Year Non- Comprehensive AMC for Fire  Alarm System, CCTV, Public Addressing System and Access Control System at SECI  Office, NBCC Office Complex",https://www.seci.co.in/view/publish/tender/details?tenderid=53454349303030303533
158,SECI000050,,,SECI/C&amp;P/SOFT/STAAD/2021,"Tuesday, 20-07-2021","Limited Tender for the Procurement of license and subscription for STAAD.PRO software at Solar Energy Corporation of India Limited, New Delhi",https://www.seci.co.in/view/publish/tender/details?tenderid=53454349303030303530
159,SECI000047,SECI-2021-TN000006,2021_SECI_600995_1,SECI/C&amp;P/HPD/T4/1200MW/RfS/042021,"Friday, 16-07-2021",RfS for setting up of 1200 MW ISTS-Connected Wind-Solar Hybrid Power Projects (Tranche-IV),https://www.seci.co.in/view/publish/tender/details?tenderid=53454349303030303437
160,SECI000048,SECI-2021-TN000007,2021_SECI_606036_1,SECI/C&amp;P/WPD/1200MW/T11/RfS/052021,"Tuesday, 06-07-2021",RfS for Selection of Wind Power Developers for Setting up of 1200 MW ISTS-connected Wind Power Projects (Tranche-XI),https://www.seci.co.in/view/publish/tender/details?tenderid=53454349303030303438
161,SECI000045,SECI-2021-TN000004,,SECI/C&amp;P/SPD/RfS/RJ-IV/032021,"Thursday, 01-07-2021",RfS for Setting up of 1785 MW Grid-Connected Solar PV Power projects in Rajasthan (Tranche-IV),https://www.seci.co.in/view/publish/tender/details?tenderid=53454349303030303435
162,SECI000043,,,SECI/C&amp;P/TD/2020/BCCL/25S,"Friday, 16-04-2021","Tender for 25 MW (AC) Solar PV Power Plant having 5 years Plant O&amp;M at BCCL, Bhojudih Coal Washery, Purulia District, West Bengal, India",https://www.seci.co.in/view/publish/tender/details?tenderid=53454349303030303433
163,SECI000046,,,SECI/C&amp;P/NIT/HOUSEKEEPING/032021,"Wednesday, 31-03-2021",Annual Housekeeping Works at Corporate Office Complex of SECI,https://www.seci.co.in/view/publish/tender/details?tenderid=53454349303030303436
164,SECI000041,,,SECI/C&amp;P/TD/2020/LEH/20S/20B,"Wednesday, 10-03-2021","Tender for 20 MW (AC) Solar PV Power Plant (50 MWp DC) with 20 MW / 50 MWh BESS at Phyang, Leh, UT of Ladakh, India.",https://www.seci.co.in/view/publish/tender/details?tenderid=53454349303030303431
165,SECI000025,SECI-2020-TN000014,2020_SECI_530461_1,SECI/C&amp;P/SPD/ISTS-X/Koppal-SP/RfS/2500MW/042020,"Friday, 26-02-2021","RfS for 2500 MW ISTS-connected Solar PV Power Projects at UMREPP, Koppal District, Karnataka (ISTS-X)",https://www.seci.co.in/view/publish/tender/details?tenderid=53454349303030303235
166,SECI000040,SECI-2020-TN000027,2020_SECI_578536_1,SECI/C&amp;P/WPD/1200MW/T10/RfS/122020,"Friday, 19-02-2021",RfS for Selection of Wind Power Developers for Setting up of 1200 MW ISTS-connected Wind Power Projects (Tranche-X),https://www.seci.co.in/view/publish/tender/details?tenderid=53454349303030303430
167,SECI000024,SECI-2018-TN000033,,SECI/C&amp;P/SPD/RfS/Leh-Kargil/7500MW/122018,"Sunday, 31-01-2021","RfS for 7500 MW Solar Power Projects in Leh and Kargil, Jammu and Kashmir",https://www.seci.co.in/view/publish/tender/details?tenderid=53454349303030303234
168,SECI000035,SECI-2020-TN0000025,2020_SECI_557345_1,SECI/C&amp;P/RfB/2020/CG/100/150,"Thursday, 14-01-2021","Tender for 100 MW (AC) Solar PV Project (200MWp DC capacity) along with 50MW/150 MWh Battery Energy Storage System having 10 years plant O&amp;M at Rajnandgaon, Chhattisgarh, India",https://www.seci.co.in/view/publish/tender/details?tenderid=53454349303030303335
169,SECI000039,,,SECI/C&amp;P/SOFT/2020,"Thursday, 24-12-2020","Limited tender for Supply of Plex Earth Professional &amp; AutoCAD® Software at Solar Energy Corporation of India Limited, New Delhi",https://www.seci.co.in/view/publish/tender/details?tenderid=53454349303030303339
170,SECI000016,SECI-2020-TN000003,,SECI/C&amp;P/HPD/T3/1200MW/RfS/012020,"Monday, 07-12-2020",RfS for 1200 MW ISTS-connected Wind-Solar Hybrid Power Projects in India (Tranche-III),https://www.seci.co.in/view/publish/tender/details?tenderid=53454349303030303136
171,SECI000038,,,SECI/SD/EOI/20-21,"Monday, 07-12-2020",Expression of Interest for identification and empanelment of agencies for development of Electric / Transformative Mobility Space,https://www.seci.co.in/view/publish/tender/details?tenderid=53454349303030303338
172,SECI000037,-,-,SECI/SD/EOI/20-21,"Friday, 06-11-2020","Expression of Interest (EOI) for Renewable Energy (RE) based Solutions/ System/ Technology for meeting energy requirements in remote areas (HAA) of Himalayas, India",https://www.seci.co.in/view/publish/tender/details?tenderid=53454349303030303337
173,SECI000036,SECI-2020-TN000026,2020_SECI_560052_1,SECI/C&amp;P/NIT/IT FMS/092020,"Tuesday, 03-11-2020",Comprehensive IT Facility Management Services including 03 (Three) Onsite Technical Service Personnel at Corporate Office Complex of SECI,https://www.seci.co.in/view/publish/tender/details?tenderid=53454349303030303336
174,SECI000033,SECI-2020-TN000023,2020_SECI_546135_1,SECI/C&amp;P/SPD/RfS/RJ-III/072020,"Wednesday, 28-10-2020",RfS for Setting up of 1070 MW Grid-Connected Solar PV Power projects in Rajasthan (Tranche-III),https://www.seci.co.in/view/publish/tender/details?tenderid=53454349303030303333
175,SECI000026,SECI-2020-TN000006,2020_SECI_514815_1,SECI/C&amp;P/RfS/PMDP/LK/2020,"Wednesday, 30-09-2020",Request for Selection (RfS) for setting up of 14 MW Solar Power Plants with 42 MWh BESS (7 MW / 21 MWh each at Leh and Kargil) under PMDP,https://www.seci.co.in/view/publish/tender/details?tenderid=53454349303030303236
176,SECI000034,SECI-2020-TN000024,2020_SECI_550760_1,SECI/C&amp;P/NIT/AV EQUIP/082020,"Friday, 25-09-2020","SUPPLY AND INSTALLATION OF AUDIO VISUAL (AV) EQUIPMENTS AT CORPORATE OFFICE COMPLEX OF SOLAR ENERGY CORPORATION OF INDIA LIMITED (SECI) AT NBCC BUILDING, KIDWAI NAGAR (EAST), NEW DELHI",https://www.seci.co.in/view/publish/tender/details?tenderid=53454349303030303334
177,SECI000032,SECI-2020-TN0000,,SECI/C&amp;P/NIT/2020/VOCPT5,"Friday, 04-09-2020",Tender for 5 MW (AC) grid connected ground based Solar PV Power Plant including 10 years plant O&amp;M at V. O. Chidambarana,https://www.seci.co.in/view/publish/tender/details?tenderid=53454349303030303332
178,SECI000029,SECI-2020-TN000018,2020_SECI_539162_1,SECI/C&amp;P/SPD/RfS/10MW SPV/BK-RJ/062020,"Friday, 07-08-2020","Selection of Solar Power Developers for Setting up of 10 MW Grid Connected Solar PV Power Project to be installed at Bagru, Jaipur District, Rajasthan under Competitive Bidding",https://www.seci.co.in/view/publish/tender/details?tenderid=53454349303030303239
179,SECI000030,SECI-2020-TN000020,2020_SECI_542841_1,SECI/C&amp;P/NIT/MOD. FURNITURE/062020,"Friday, 31-07-2020",Supply and Installation of Modular Furnitures at Corporate Office Complex of SECI,https://www.seci.co.in/view/publish/tender/details?tenderid=53454349303030303330
180,SECI000020,SECI-2020-TN000011,2020_SECI_529080_1,SECI/C&amp;P/WPD/2000MW/T9/RfS/032020,"Tuesday, 28-07-2020",RfS for 2000 MW ISTS-connected Wind Power Projects in India (Tranche-IX),https://www.seci.co.in/view/publish/tender/details?tenderid=53454349303030303230
181,SECI000017,SECI-2020-TN000013,2020_SECI_530054_1,SECI/C&amp;P/NIT/2020/SCCL15,"Friday, 10-07-2020",Tender for 15 MW (AC) Floating Solar PV Power Plant for different sites at SCCL Telangana State,https://www.seci.co.in/view/publish/tender/details?tenderid=53454349303030303137
182,SECI000018,SECI-2020-TN000012,2020_SECI_529404_1,SECI/C&amp;P/NIT/2020/SCCL32,"Thursday, 09-07-2020",TENDER DOCUMENT FOR 32 MW (AC) OB DUMP BASED SOLAR PV POWER PLANT FOR DIFFERENT PACKAGES AT SCCL TELANGANA STATE,https://www.seci.co.in/view/publish/tender/details?tenderid=53454349303030303138
183,SECI000023,SECI-2020-TN000016,2020_SECI_532181_1,SECI/C&amp;P/PSS/2020/01,"Wednesday, 01-07-2020","Tender for the engagement of Agency for the hiring of Professional Support Staff at SECI, New Delhi and at its sites in various locations of the country",https://www.seci.co.in/view/publish/tender/details?tenderid=53454349303030303233
